compressor_name,tolerance,bits,abs,window-size,pcnt,Compressor_field__params, absolute_error, relative_error, Max Compression Throughput(MB/s), Max DeCompression Throughput(MB/s), Max Compress Time(s), Min Compression Throughput(MB/s), Min DeCompression Throughput(MB/s), Compression Ratio,FILE_0,FILE_1,FILE_2,FILE_3,FILE_4,FILE_5,FILE_6,FILE_7,FILE_8,FILE_9,FILE_10,FILE_11,FILE_12,FILE_13
SZ,1e-07,nan,nan,nan,nan,SZ_vx__tolerance1e-07,0.00366211,6.41798e-05,26.8201,62.9993,3.83675,22.5411,43.5704,1.2910700000000002,spectrum_1.png,spectrum_ratio_1.png,halo_1.png,halo_ratio_1.png,halo_ratio_zoom_1.png,halo_abs_1.png,halo_diff_1.png,halo_veldisp_1.png,halo_ke_1.png,halo_angmom_z_1.png,halo_diff_angmom_z_1.png,m000.full.mpicosmo.499_SZ_vx_absolute_error_tolerance1e-07_hist.png,m000.full.mpicosmo.499_SZ_vy_absolute_error_tolerance1e-07_hist.png,m000.full.mpicosmo.499_SZ_vz_absolute_error_tolerance1e-07_hist.png
SZ,1e-06,nan,nan,nan,nan,SZ_vx__tolerance1e-06,0.0012207000000000001,6.3701e-07,26.0217,64.0615,3.8184,22.6494,58.8918,1.23898,spectrum_2.png,spectrum_ratio_2.png,halo_2.png,halo_ratio_2.png,halo_ratio_zoom_2.png,halo_abs_2.png,halo_diff_2.png,halo_veldisp_2.png,halo_ke_2.png,halo_angmom_z_2.png,halo_diff_angmom_z_2.png,m000.full.mpicosmo.499_SZ_vx_absolute_error_tolerance1e-06_hist.png,m000.full.mpicosmo.499_SZ_vy_absolute_error_tolerance1e-06_hist.png,m000.full.mpicosmo.499_SZ_vz_absolute_error_tolerance1e-06_hist.png
SZ,1e-05,nan,nan,nan,nan,SZ_vx__tolerance1e-05,0.029052699999999997,8.98227e-06,30.8044,19.6195,3.24225,23.7739,17.525,1.63552,spectrum_3.png,spectrum_ratio_3.png,halo_3.png,halo_ratio_3.png,halo_ratio_zoom_3.png,halo_abs_3.png,halo_diff_3.png,halo_veldisp_3.png,halo_ke_3.png,halo_angmom_z_3.png,halo_diff_angmom_z_3.png,m000.full.mpicosmo.499_SZ_vx_absolute_error_tolerance1e-05_hist.png,m000.full.mpicosmo.499_SZ_vy_absolute_error_tolerance1e-05_hist.png,m000.full.mpicosmo.499_SZ_vz_absolute_error_tolerance1e-05_hist.png
SZ,0.0001,nan,nan,nan,nan,SZ_vx__tolerance0.0001,0.35180700000000004,9.904770000000001e-05,35.7905,19.975,2.6937,28.9427,17.5273,2.18945,spectrum_4.png,spectrum_ratio_4.png,halo_4.png,halo_ratio_4.png,halo_ratio_zoom_4.png,halo_abs_4.png,halo_diff_4.png,halo_veldisp_4.png,halo_ke_4.png,halo_angmom_z_4.png,halo_diff_angmom_z_4.png,m000.full.mpicosmo.499_SZ_vx_absolute_error_tolerance0.0001_hist.png,m000.full.mpicosmo.499_SZ_vy_absolute_error_tolerance0.0001_hist.png,m000.full.mpicosmo.499_SZ_vz_absolute_error_tolerance0.0001_hist.png
SZ,0.001,nan,nan,nan,nan,SZ_vx__tolerance0.001,3.5268599999999997,0.000999044,42.0319,28.4804,2.33538,35.2779,25.5955,2.8994400000000002,spectrum_5.png,spectrum_ratio_5.png,halo_5.png,halo_ratio_5.png,halo_ratio_zoom_5.png,halo_abs_5.png,halo_diff_5.png,halo_veldisp_5.png,halo_ke_5.png,halo_angmom_z_5.png,halo_diff_angmom_z_5.png,m000.full.mpicosmo.499_SZ_vx_absolute_error_tolerance0.001_hist.png,m000.full.mpicosmo.499_SZ_vy_absolute_error_tolerance0.001_hist.png,m000.full.mpicosmo.499_SZ_vz_absolute_error_tolerance0.001_hist.png
SZ,0.01,nan,nan,nan,nan,SZ_vx__tolerance0.01,34.8196,0.00999885,43.1414,40.7097,2.25402,34.9037,35.0601,4.17264,spectrum_6.png,spectrum_ratio_6.png,halo_6.png,halo_ratio_6.png,halo_ratio_zoom_6.png,halo_abs_6.png,halo_diff_6.png,halo_veldisp_6.png,halo_ke_6.png,halo_angmom_z_6.png,halo_diff_angmom_z_6.png,m000.full.mpicosmo.499_SZ_vx_absolute_error_tolerance0.01_hist.png,m000.full.mpicosmo.499_SZ_vy_absolute_error_tolerance0.01_hist.png,m000.full.mpicosmo.499_SZ_vz_absolute_error_tolerance0.01_hist.png
BigCrunch,1e-07,nan,nan,nan,nan,BigCrunch_vx__tolerance1e-07,0.00024414099999999997,1.1920899999999999e-07,6.87997,25.3989,13.6441,5.79515,16.6193,1.23891,spectrum_7.png,spectrum_ratio_7.png,halo_7.png,halo_ratio_7.png,halo_ratio_zoom_7.png,halo_abs_7.png,halo_diff_7.png,halo_veldisp_7.png,halo_ke_7.png,halo_angmom_z_7.png,halo_diff_angmom_z_7.png,m000.full.mpicosmo.499_BigCrunch_vx_absolute_error_tolerance1e-07_hist.png,m000.full.mpicosmo.499_BigCrunch_vy_absolute_error_tolerance1e-07_hist.png,m000.full.mpicosmo.499_BigCrunch_vz_absolute_error_tolerance1e-07_hist.png
BigCrunch,1e-06,nan,nan,nan,nan,BigCrunch_vx__tolerance1e-06,0.00195312,9.53674e-07,7.73928,28.0235,13.2357,6.51621,19.7954,1.4659200000000001,spectrum_8.png,spectrum_ratio_8.png,halo_8.png,halo_ratio_8.png,halo_ratio_zoom_8.png,halo_abs_8.png,halo_diff_8.png,halo_veldisp_8.png,halo_ke_8.png,halo_angmom_z_8.png,halo_diff_angmom_z_8.png,m000.full.mpicosmo.499_BigCrunch_vx_absolute_error_tolerance1e-06_hist.png,m000.full.mpicosmo.499_BigCrunch_vy_absolute_error_tolerance1e-06_hist.png,m000.full.mpicosmo.499_BigCrunch_vz_absolute_error_tolerance1e-06_hist.png
BigCrunch,1e-05,nan,nan,nan,nan,BigCrunch_vx__tolerance1e-05,0.015625,7.6293899999999995e-06,8.45318,32.5885,11.4076,7.03978,20.8628,1.6994799999999999,spectrum_9.png,spectrum_ratio_9.png,halo_9.png,halo_ratio_9.png,halo_ratio_zoom_9.png,halo_abs_9.png,halo_diff_9.png,halo_veldisp_9.png,halo_ke_9.png,halo_angmom_z_9.png,halo_diff_angmom_z_9.png,m000.full.mpicosmo.499_BigCrunch_vx_absolute_error_tolerance1e-05_hist.png,m000.full.mpicosmo.499_BigCrunch_vy_absolute_error_tolerance1e-05_hist.png,m000.full.mpicosmo.499_BigCrunch_vz_absolute_error_tolerance1e-05_hist.png
BigCrunch,0.0001,nan,nan,nan,nan,BigCrunch_vx__tolerance0.0001,0.125,6.10352e-05,9.32163,37.6613,10.6236,7.5262899999999995,22.5894,2.0215799999999997,spectrum_10.png,spectrum_ratio_10.png,halo_10.png,halo_ratio_10.png,halo_ratio_zoom_10.png,halo_abs_10.png,halo_diff_10.png,halo_veldisp_10.png,halo_ke_10.png,halo_angmom_z_10.png,halo_diff_angmom_z_10.png,m000.full.mpicosmo.499_BigCrunch_vx_absolute_error_tolerance0.0001_hist.png,m000.full.mpicosmo.499_BigCrunch_vy_absolute_error_tolerance0.0001_hist.png,m000.full.mpicosmo.499_BigCrunch_vz_absolute_error_tolerance0.0001_hist.png
BigCrunch,0.001,nan,nan,nan,nan,BigCrunch_vx__tolerance0.001,2.0,0.0009765619999999999,10.8951,47.6259,8.902519999999999,8.77249,30.9445,2.70519,spectrum_11.png,spectrum_ratio_11.png,halo_11.png,halo_ratio_11.png,halo_ratio_zoom_11.png,halo_abs_11.png,halo_diff_11.png,halo_veldisp_11.png,halo_ke_11.png,halo_angmom_z_11.png,halo_diff_angmom_z_11.png,m000.full.mpicosmo.499_BigCrunch_vx_absolute_error_tolerance0.001_hist.png,m000.full.mpicosmo.499_BigCrunch_vy_absolute_error_tolerance0.001_hist.png,m000.full.mpicosmo.499_BigCrunch_vz_absolute_error_tolerance0.001_hist.png
BigCrunch,0.01,nan,nan,nan,nan,BigCrunch_vx__tolerance0.01,16.0,0.0078125,12.8903,58.68,8.10685,10.1496,32.7569,3.62437,spectrum_12.png,spectrum_ratio_12.png,halo_12.png,halo_ratio_12.png,halo_ratio_zoom_12.png,halo_abs_12.png,halo_diff_12.png,halo_veldisp_12.png,halo_ke_12.png,halo_angmom_z_12.png,halo_diff_angmom_z_12.png,m000.full.mpicosmo.499_BigCrunch_vx_absolute_error_tolerance0.01_hist.png,m000.full.mpicosmo.499_BigCrunch_vy_absolute_error_tolerance0.01_hist.png,m000.full.mpicosmo.499_BigCrunch_vz_absolute_error_tolerance0.01_hist.png
fpzip,nan,18.0,nan,nan,nan,fpzip_vx__bits18,3.9997599999999998,0.0019492,18.3046,21.4141,4.94791,16.0719,19.7971,2.71143,spectrum_13.png,spectrum_ratio_13.png,halo_13.png,halo_ratio_13.png,halo_ratio_zoom_13.png,halo_abs_13.png,halo_diff_13.png,halo_veldisp_13.png,halo_ke_13.png,halo_angmom_z_13.png,halo_diff_angmom_z_13.png,m000.full.mpicosmo.499_fpzip_vx_absolute_error_bits18_hist.png,m000.full.mpicosmo.499_fpzip_vy_absolute_error_bits18_hist.png,m000.full.mpicosmo.499_fpzip_vz_absolute_error_bits18_hist.png
fpzip,nan,19.0,nan,nan,nan,fpzip_vx__bits19,1.9997599999999998,0.000975372,17.0871,21.1303,5.10485,15.9243,19.9209,2.49951,spectrum_14.png,spectrum_ratio_14.png,halo_14.png,halo_ratio_14.png,halo_ratio_zoom_14.png,halo_abs_14.png,halo_diff_14.png,halo_veldisp_14.png,halo_ke_14.png,halo_angmom_z_14.png,halo_diff_angmom_z_14.png,m000.full.mpicosmo.499_fpzip_vx_absolute_error_bits19_hist.png,m000.full.mpicosmo.499_fpzip_vy_absolute_error_bits19_hist.png,m000.full.mpicosmo.499_fpzip_vz_absolute_error_bits19_hist.png
fpzip,nan,20.0,nan,nan,nan,fpzip_vx__bits20,0.999756,0.00048792400000000004,17.4225,20.8379,5.20491,15.4929,18.6704,2.3183,spectrum_15.png,spectrum_ratio_15.png,halo_15.png,halo_ratio_15.png,halo_ratio_zoom_15.png,halo_abs_15.png,halo_diff_15.png,halo_veldisp_15.png,halo_ke_15.png,halo_angmom_z_15.png,halo_diff_angmom_z_15.png,m000.full.mpicosmo.499_fpzip_vx_absolute_error_bits20_hist.png,m000.full.mpicosmo.499_fpzip_vy_absolute_error_bits20_hist.png,m000.full.mpicosmo.499_fpzip_vz_absolute_error_bits20_hist.png
fpzip,nan,21.0,nan,nan,nan,fpzip_vx__bits21,0.49975600000000003,0.00024396200000000002,17.274,20.7644,5.26717,15.1833,19.7026,2.16161,spectrum_16.png,spectrum_ratio_16.png,halo_16.png,halo_ratio_16.png,halo_ratio_zoom_16.png,halo_abs_16.png,halo_diff_16.png,halo_veldisp_16.png,halo_ke_16.png,halo_angmom_z_16.png,halo_diff_angmom_z_16.png,m000.full.mpicosmo.499_fpzip_vx_absolute_error_bits21_hist.png,m000.full.mpicosmo.499_fpzip_vy_absolute_error_bits21_hist.png,m000.full.mpicosmo.499_fpzip_vz_absolute_error_bits21_hist.png
fpzip,nan,22.0,nan,nan,nan,fpzip_vx__bits22,0.249756,0.000121921,16.6251,20.6421,5.3131699999999995,14.9245,19.118,2.02477,spectrum_17.png,spectrum_ratio_17.png,halo_17.png,halo_ratio_17.png,halo_ratio_zoom_17.png,halo_abs_17.png,halo_diff_17.png,halo_veldisp_17.png,halo_ke_17.png,halo_angmom_z_17.png,halo_diff_angmom_z_17.png,m000.full.mpicosmo.499_fpzip_vx_absolute_error_bits22_hist.png,m000.full.mpicosmo.499_fpzip_vy_absolute_error_bits22_hist.png,m000.full.mpicosmo.499_fpzip_vz_absolute_error_bits22_hist.png
fpzip,nan,23.0,nan,nan,nan,fpzip_vx__bits23,0.12475599999999999,6.09122e-05,16.5844,20.3978,5.47163,14.5097,19.0908,1.90425,spectrum_18.png,spectrum_ratio_18.png,halo_18.png,halo_ratio_18.png,halo_ratio_zoom_18.png,halo_abs_18.png,halo_diff_18.png,halo_veldisp_18.png,halo_ke_18.png,halo_angmom_z_18.png,halo_diff_angmom_z_18.png,m000.full.mpicosmo.499_fpzip_vx_absolute_error_bits23_hist.png,m000.full.mpicosmo.499_fpzip_vy_absolute_error_bits23_hist.png,m000.full.mpicosmo.499_fpzip_vz_absolute_error_bits23_hist.png
fpzip,nan,24.0,nan,nan,nan,fpzip_vx__bits24,0.062255899999999996,3.03965e-05,15.6404,20.4237,5.58448,14.2504,19.2707,1.79725,spectrum_19.png,spectrum_ratio_19.png,halo_19.png,halo_ratio_19.png,halo_ratio_zoom_19.png,halo_abs_19.png,halo_diff_19.png,halo_veldisp_19.png,halo_ke_19.png,halo_angmom_z_19.png,halo_diff_angmom_z_19.png,m000.full.mpicosmo.499_fpzip_vx_absolute_error_bits24_hist.png,m000.full.mpicosmo.499_fpzip_vy_absolute_error_bits24_hist.png,m000.full.mpicosmo.499_fpzip_vz_absolute_error_bits24_hist.png
fpzip,nan,25.0,nan,nan,nan,fpzip_vx__bits25,0.031005900000000003,1.5139400000000001e-05,16.012,19.6687,5.70276,13.9639,18.1889,1.70165,spectrum_20.png,spectrum_ratio_20.png,halo_20.png,halo_ratio_20.png,halo_ratio_zoom_20.png,halo_abs_20.png,halo_diff_20.png,halo_veldisp_20.png,halo_ke_20.png,halo_angmom_z_20.png,halo_diff_angmom_z_20.png,m000.full.mpicosmo.499_fpzip_vx_absolute_error_bits25_hist.png,m000.full.mpicosmo.499_fpzip_vy_absolute_error_bits25_hist.png,m000.full.mpicosmo.499_fpzip_vz_absolute_error_bits25_hist.png
fpzip,nan,26.0,nan,nan,nan,fpzip_vx__bits26,0.0153809,7.510130000000001e-06,15.6118,19.7692,5.824380000000001,13.7364,18.5157,1.61569,spectrum_21.png,spectrum_ratio_21.png,halo_21.png,halo_ratio_21.png,halo_ratio_zoom_21.png,halo_abs_21.png,halo_diff_21.png,halo_veldisp_21.png,halo_ke_21.png,halo_angmom_z_21.png,halo_diff_angmom_z_21.png,m000.full.mpicosmo.499_fpzip_vx_absolute_error_bits26_hist.png,m000.full.mpicosmo.499_fpzip_vy_absolute_error_bits26_hist.png,m000.full.mpicosmo.499_fpzip_vz_absolute_error_bits26_hist.png
fpzip,nan,27.0,nan,nan,nan,fpzip_vx__bits27,0.00756836,3.6954699999999996e-06,14.6506,19.2221,5.95072,13.6471,18.0164,1.538,spectrum_22.png,spectrum_ratio_22.png,halo_22.png,halo_ratio_22.png,halo_ratio_zoom_22.png,halo_abs_22.png,halo_diff_22.png,halo_veldisp_22.png,halo_ke_22.png,halo_angmom_z_22.png,halo_diff_angmom_z_22.png,m000.full.mpicosmo.499_fpzip_vx_absolute_error_bits27_hist.png,m000.full.mpicosmo.499_fpzip_vy_absolute_error_bits27_hist.png,m000.full.mpicosmo.499_fpzip_vz_absolute_error_bits27_hist.png
SZ,nan,nan,0.001,nan,nan,SZ_vx__abs0.001,0.000999993,0.000999993,36.0574,23.9856,2.6932,29.6737,19.664,1.54552,spectrum_23.png,spectrum_ratio_23.png,halo_23.png,halo_ratio_23.png,halo_ratio_zoom_23.png,halo_abs_23.png,halo_diff_23.png,halo_veldisp_23.png,halo_ke_23.png,halo_angmom_z_23.png,halo_diff_angmom_z_23.png,m000.full.mpicosmo.499_SZ_vx_absolute_error_abs0.001_hist.png,m000.full.mpicosmo.499_SZ_vy_absolute_error_abs0.001_hist.png,m000.full.mpicosmo.499_SZ_vz_absolute_error_abs0.001_hist.png
SZ,nan,nan,0.002,nan,nan,SZ_vx__abs0.002,0.00199999,0.00199999,39.4227,20.7539,2.5428,30.409000000000002,18.2338,1.72213,spectrum_24.png,spectrum_ratio_24.png,halo_24.png,halo_ratio_24.png,halo_ratio_zoom_24.png,halo_abs_24.png,halo_diff_24.png,halo_veldisp_24.png,halo_ke_24.png,halo_angmom_z_24.png,halo_diff_angmom_z_24.png,m000.full.mpicosmo.499_SZ_vx_absolute_error_abs0.002_hist.png,m000.full.mpicosmo.499_SZ_vy_absolute_error_abs0.002_hist.png,m000.full.mpicosmo.499_SZ_vz_absolute_error_abs0.002_hist.png
SZ,nan,nan,0.003,nan,nan,SZ_vx__abs0.003,0.00299999,0.00299999,42.4254,19.8928,2.43303,32.5945,17.7195,1.83,spectrum_25.png,spectrum_ratio_25.png,halo_25.png,halo_ratio_25.png,halo_ratio_zoom_25.png,halo_abs_25.png,halo_diff_25.png,halo_veldisp_25.png,halo_ke_25.png,halo_angmom_z_25.png,halo_diff_angmom_z_25.png,m000.full.mpicosmo.499_SZ_vx_absolute_error_abs0.003_hist.png,m000.full.mpicosmo.499_SZ_vy_absolute_error_abs0.003_hist.png,m000.full.mpicosmo.499_SZ_vz_absolute_error_abs0.003_hist.png
SZ,nan,nan,0.004,nan,nan,SZ_vx__abs0.004,0.004,0.004,44.5872,19.6553,2.37722,34.7387,17.5074,1.9202299999999999,spectrum_26.png,spectrum_ratio_26.png,halo_26.png,halo_ratio_26.png,halo_ratio_zoom_26.png,halo_abs_26.png,halo_diff_26.png,halo_veldisp_26.png,halo_ke_26.png,halo_angmom_z_26.png,halo_diff_angmom_z_26.png,m000.full.mpicosmo.499_SZ_vx_absolute_error_abs0.004_hist.png,m000.full.mpicosmo.499_SZ_vy_absolute_error_abs0.004_hist.png,m000.full.mpicosmo.499_SZ_vz_absolute_error_abs0.004_hist.png
SZ,nan,nan,0.005,nan,nan,SZ_vx__abs0.005,0.005,0.005,43.2911,19.8594,2.27252,35.1331,17.6875,1.9804400000000002,spectrum_27.png,spectrum_ratio_27.png,halo_27.png,halo_ratio_27.png,halo_ratio_zoom_27.png,halo_abs_27.png,halo_diff_27.png,halo_veldisp_27.png,halo_ke_27.png,halo_angmom_z_27.png,halo_diff_angmom_z_27.png,m000.full.mpicosmo.499_SZ_vx_absolute_error_abs0.005_hist.png,m000.full.mpicosmo.499_SZ_vy_absolute_error_abs0.005_hist.png,m000.full.mpicosmo.499_SZ_vz_absolute_error_abs0.005_hist.png
SZ,nan,nan,0.006,nan,nan,SZ_vx__abs0.006,0.00599998,0.00599998,45.9459,20.151,2.15424,37.2092,18.0459,2.03062,spectrum_28.png,spectrum_ratio_28.png,halo_28.png,halo_ratio_28.png,halo_ratio_zoom_28.png,halo_abs_28.png,halo_diff_28.png,halo_veldisp_28.png,halo_ke_28.png,halo_angmom_z_28.png,halo_diff_angmom_z_28.png,m000.full.mpicosmo.499_SZ_vx_absolute_error_abs0.006_hist.png,m000.full.mpicosmo.499_SZ_vy_absolute_error_abs0.006_hist.png,m000.full.mpicosmo.499_SZ_vz_absolute_error_abs0.006_hist.png
SZ,nan,nan,0.006999999999999999,nan,nan,SZ_vx__abs0.007,0.006999999999999999,0.006999999999999999,46.9974,20.3817,2.1747900000000002,36.3991,18.096,2.07165,spectrum_29.png,spectrum_ratio_29.png,halo_29.png,halo_ratio_29.png,halo_ratio_zoom_29.png,halo_abs_29.png,halo_diff_29.png,halo_veldisp_29.png,halo_ke_29.png,halo_angmom_z_29.png,halo_diff_angmom_z_29.png,m000.full.mpicosmo.499_SZ_vx_absolute_error_abs0.007_hist.png,m000.full.mpicosmo.499_SZ_vy_absolute_error_abs0.007_hist.png,m000.full.mpicosmo.499_SZ_vz_absolute_error_abs0.007_hist.png
SZ,nan,nan,0.008,nan,nan,SZ_vx__abs0.008,0.00799999,0.00799999,47.7211,20.6459,2.10316,36.2995,18.2518,2.10911,spectrum_30.png,spectrum_ratio_30.png,halo_30.png,halo_ratio_30.png,halo_ratio_zoom_30.png,halo_abs_30.png,halo_diff_30.png,halo_veldisp_30.png,halo_ke_30.png,halo_angmom_z_30.png,halo_diff_angmom_z_30.png,m000.full.mpicosmo.499_SZ_vx_absolute_error_abs0.008_hist.png,m000.full.mpicosmo.499_SZ_vy_absolute_error_abs0.008_hist.png,m000.full.mpicosmo.499_SZ_vz_absolute_error_abs0.008_hist.png
SZ,nan,nan,0.009000000000000001,nan,nan,SZ_vx__abs0.009000000000000001,0.00899997,0.00899997,46.9597,20.4241,2.10015,35.4335,18.4443,2.13729,spectrum_31.png,spectrum_ratio_31.png,halo_31.png,halo_ratio_31.png,halo_ratio_zoom_31.png,halo_abs_31.png,halo_diff_31.png,halo_veldisp_31.png,halo_ke_31.png,halo_angmom_z_31.png,halo_diff_angmom_z_31.png,m000.full.mpicosmo.499_SZ_vx_absolute_error_abs0.009000000000000001_hist.png,m000.full.mpicosmo.499_SZ_vy_absolute_error_abs0.009000000000000001_hist.png,m000.full.mpicosmo.499_SZ_vz_absolute_error_abs0.009000000000000001_hist.png
SZ,nan,nan,0.01,nan,nan,SZ_vx__abs0.01,0.00999999,0.00999999,48.2245,20.6486,2.0379400000000003,38.2821,18.7862,2.1638,spectrum_32.png,spectrum_ratio_32.png,halo_32.png,halo_ratio_32.png,halo_ratio_zoom_32.png,halo_abs_32.png,halo_diff_32.png,halo_veldisp_32.png,halo_ke_32.png,halo_angmom_z_32.png,halo_diff_angmom_z_32.png,m000.full.mpicosmo.499_SZ_vx_absolute_error_abs0.01_hist.png,m000.full.mpicosmo.499_SZ_vy_absolute_error_abs0.01_hist.png,m000.full.mpicosmo.499_SZ_vz_absolute_error_abs0.01_hist.png
zfp,nan,nan,0.001,nan,nan,zfp_vx__abs0.001,0.000610352,0.000598252,73.4689,57.4287,1.4005299999999998,55.6956,54.3635,1.4118899999999999,spectrum_33.png,spectrum_ratio_33.png,halo_33.png,halo_ratio_33.png,halo_ratio_zoom_33.png,halo_abs_33.png,halo_diff_33.png,halo_veldisp_33.png,halo_ke_33.png,halo_angmom_z_33.png,halo_diff_angmom_z_33.png,m000.full.mpicosmo.499_zfp_vx_absolute_error_abs0.001_hist.png,m000.full.mpicosmo.499_zfp_vy_absolute_error_abs0.001_hist.png,m000.full.mpicosmo.499_zfp_vz_absolute_error_abs0.001_hist.png
zfp,nan,nan,0.002,nan,nan,zfp_vx__abs0.002,0.000610352,0.000598252,73.3948,57.488,1.4420899999999999,51.3734,53.2294,1.4118899999999999,spectrum_34.png,spectrum_ratio_34.png,halo_34.png,halo_ratio_34.png,halo_ratio_zoom_34.png,halo_abs_34.png,halo_diff_34.png,halo_veldisp_34.png,halo_ke_34.png,halo_angmom_z_34.png,halo_diff_angmom_z_34.png,m000.full.mpicosmo.499_zfp_vx_absolute_error_abs0.002_hist.png,m000.full.mpicosmo.499_zfp_vy_absolute_error_abs0.002_hist.png,m000.full.mpicosmo.499_zfp_vz_absolute_error_abs0.002_hist.png
zfp,nan,nan,0.003,nan,nan,zfp_vx__abs0.003,0.000610352,0.000598252,73.4357,57.5508,1.4901799999999998,52.4862,53.4542,1.4118899999999999,spectrum_35.png,spectrum_ratio_35.png,halo_35.png,halo_ratio_35.png,halo_ratio_zoom_35.png,halo_abs_35.png,halo_diff_35.png,halo_veldisp_35.png,halo_ke_35.png,halo_angmom_z_35.png,halo_diff_angmom_z_35.png,m000.full.mpicosmo.499_zfp_vx_absolute_error_abs0.003_hist.png,m000.full.mpicosmo.499_zfp_vy_absolute_error_abs0.003_hist.png,m000.full.mpicosmo.499_zfp_vz_absolute_error_abs0.003_hist.png
zfp,nan,nan,0.004,nan,nan,zfp_vx__abs0.004,0.000610352,0.000598252,73.4649,57.5087,1.43702,51.1675,53.605,1.4118899999999999,spectrum_36.png,spectrum_ratio_36.png,halo_36.png,halo_ratio_36.png,halo_ratio_zoom_36.png,halo_abs_36.png,halo_diff_36.png,halo_veldisp_36.png,halo_ke_36.png,halo_angmom_z_36.png,halo_diff_angmom_z_36.png,m000.full.mpicosmo.499_zfp_vx_absolute_error_abs0.004_hist.png,m000.full.mpicosmo.499_zfp_vy_absolute_error_abs0.004_hist.png,m000.full.mpicosmo.499_zfp_vz_absolute_error_abs0.004_hist.png
zfp,nan,nan,0.005,nan,nan,zfp_vx__abs0.005,0.000610352,0.000598252,73.3235,57.4677,1.47936,50.6454,53.4986,1.4118899999999999,spectrum_37.png,spectrum_ratio_37.png,halo_37.png,halo_ratio_37.png,halo_ratio_zoom_37.png,halo_abs_37.png,halo_diff_37.png,halo_veldisp_37.png,halo_ke_37.png,halo_angmom_z_37.png,halo_diff_angmom_z_37.png,m000.full.mpicosmo.499_zfp_vx_absolute_error_abs0.005_hist.png,m000.full.mpicosmo.499_zfp_vy_absolute_error_abs0.005_hist.png,m000.full.mpicosmo.499_zfp_vz_absolute_error_abs0.005_hist.png
zfp,nan,nan,0.006,nan,nan,zfp_vx__abs0.006,0.000610352,0.000598252,73.0622,57.3376,1.46811,52.504,53.6525,1.4118899999999999,spectrum_38.png,spectrum_ratio_38.png,halo_38.png,halo_ratio_38.png,halo_ratio_zoom_38.png,halo_abs_38.png,halo_diff_38.png,halo_veldisp_38.png,halo_ke_38.png,halo_angmom_z_38.png,halo_diff_angmom_z_38.png,m000.full.mpicosmo.499_zfp_vx_absolute_error_abs0.006_hist.png,m000.full.mpicosmo.499_zfp_vy_absolute_error_abs0.006_hist.png,m000.full.mpicosmo.499_zfp_vz_absolute_error_abs0.006_hist.png
zfp,nan,nan,0.006999999999999999,nan,nan,zfp_vx__abs0.007,0.000610352,0.000598252,73.3958,57.4961,1.49787,50.6551,53.614,1.4118899999999999,spectrum_39.png,spectrum_ratio_39.png,halo_39.png,halo_ratio_39.png,halo_ratio_zoom_39.png,halo_abs_39.png,halo_diff_39.png,halo_veldisp_39.png,halo_ke_39.png,halo_angmom_z_39.png,halo_diff_angmom_z_39.png,m000.full.mpicosmo.499_zfp_vx_absolute_error_abs0.007_hist.png,m000.full.mpicosmo.499_zfp_vy_absolute_error_abs0.007_hist.png,m000.full.mpicosmo.499_zfp_vz_absolute_error_abs0.007_hist.png
zfp,nan,nan,0.008,nan,nan,zfp_vx__abs0.008,0.000610352,0.000598252,73.4053,57.4979,1.41701,54.9698,53.3892,1.4118899999999999,spectrum_40.png,spectrum_ratio_40.png,halo_40.png,halo_ratio_40.png,halo_ratio_zoom_40.png,halo_abs_40.png,halo_diff_40.png,halo_veldisp_40.png,halo_ke_40.png,halo_angmom_z_40.png,halo_diff_angmom_z_40.png,m000.full.mpicosmo.499_zfp_vx_absolute_error_abs0.008_hist.png,m000.full.mpicosmo.499_zfp_vy_absolute_error_abs0.008_hist.png,m000.full.mpicosmo.499_zfp_vz_absolute_error_abs0.008_hist.png
zfp,nan,nan,0.009000000000000001,nan,nan,zfp_vx__abs0.009000000000000001,0.000610352,0.000598252,73.3053,57.475,1.4437200000000001,51.9634,53.6811,1.4118899999999999,spectrum_41.png,spectrum_ratio_41.png,halo_41.png,halo_ratio_41.png,halo_ratio_zoom_41.png,halo_abs_41.png,halo_diff_41.png,halo_veldisp_41.png,halo_ke_41.png,halo_angmom_z_41.png,halo_diff_angmom_z_41.png,m000.full.mpicosmo.499_zfp_vx_absolute_error_abs0.009000000000000001_hist.png,m000.full.mpicosmo.499_zfp_vy_absolute_error_abs0.009000000000000001_hist.png,m000.full.mpicosmo.499_zfp_vz_absolute_error_abs0.009000000000000001_hist.png
zfp,nan,nan,0.01,nan,nan,zfp_vx__abs0.01,0.000610352,0.000598252,73.2056,57.4653,1.4263,54.8429,53.4033,1.4118899999999999,spectrum_42.png,spectrum_ratio_42.png,halo_42.png,halo_ratio_42.png,halo_ratio_zoom_42.png,halo_abs_42.png,halo_diff_42.png,halo_veldisp_42.png,halo_ke_42.png,halo_angmom_z_42.png,halo_diff_angmom_z_42.png,m000.full.mpicosmo.499_zfp_vx_absolute_error_abs0.01_hist.png,m000.full.mpicosmo.499_zfp_vy_absolute_error_abs0.01_hist.png,m000.full.mpicosmo.499_zfp_vz_absolute_error_abs0.01_hist.png
